y,date,topic
0.865753698520592,11,17
0.92050667579596,12,17
0.880648309219738,13,17
0.920584200488507,14,17
0.808928571428572,15,17
0.861742707554226,16,17
0.875862068965517,17,17
0.848353968711009,18,17
0.881367317237004,19,17
0.921451433797113,20,17
0.787119856887299,1,18
0.75018257694314,2,18
0.832185005798486,3,18
0.763746334310851,4,18
0.798195802185164,5,18
0.854725534028813,6,18
0.734673173941654,7,18
0.821745562130177,8,18
0.869824909435915,9,18
0.844002016129032,10,18
0.821790540540541,11,18
0.855,12,18
0.812595250190501,13,18
0.829126294687604,14,18
0.831410324265199,15,18
0.723171591254595,16,18
0.775745202123316,17,18
0.861792452830189,18,18
0.776752362118216,19,18
0.711317781659987,20,18
0.83914603350579,1,19
0.951369734037741,2,19
0.926062864628679,3,19
0.898144264649251,4,19
0.930096301596425,5,19
0.928681014276582,6,19
0.865436446388161,7,19
0.892001182844388,8,19
0.936207568832182,9,19
0.936824126202205,10,19
0.899884954724553,11,19
0.944768599359416,12,19
0.898757373755645,13,19
0.924072771401844,14,19
0.907854759190354,15,19
0.912646756287022,16,19
0.905460194412628,17,19
0.925209657587232,18,19
0.905123164996467,19,19
0.893509998636263,20,19
0.842319931872171,1,20
0.925947058653965,2,20
0.900122731699561,3,20
0.869250893082669,4,20
0.9097949300652,5,20
0.877681186345189,6,20
0.88747881676826,7,20
0.902677510710073,8,20
0.905501590503377,9,20
0.90788174216304,10,20
0.8900354133827,11,20
0.93852056612274,12,20
0.921573606440133,13,20
0.937319590985053,14,20
0.92464196847358,15,20
0.909219315907183,16,20
0.893336204774797,17,20
0.929380540530388,18,20
0.947301402439154,19,20
0.904882880632988,20,20
0.63496879334258,1,21
0.720324883153831,2,21
0.732142182957677,3,21
0.890114183449701,4,21
0.751607435118073,5,21
0.804659315634926,6,21
0.764300047894172,7,21
0.799369817578773,8,21
0.832698140163069,9,21
0.718594563331406,10,21
0.728750848608283,11,21
0.861280459171763,12,21
0.813783215712476,13,21
0.82408775925567,14,21
0.800221179172013,15,21
0.785997323095347,16,21
0.757934000170481,17,21
0.833863785305272,18,21
0.746719466621369,19,21
0.828449203616014,20,21
0.651304347826087,1,22
0.861913419487986,2,22
0.768416641267906,3,22
0.809928443649374,4,22
0.886859462201928,5,22
0.680108734723221,6,22
0.905779525649244,7,22
0.678678839957036,8,22
0.705037919826652,9,22
0.738141092736027,10,22
0.77127503484704,11,22
0.683571428571429,12,22
0.815212527964206,13,22
0.651732377538829,14,22
0.881054848457101,15,22
0.78034796486422,16,22
0.786435191495162,17,22
0.91506583207425,18,22
0.727065826330532,19,22
0.814955017301038,20,22
0.893294881038212,1,23
0.866587647195238,2,23
0.945304355443685,3,23
0.920470637234486,4,23
0.90973136915078,5,23
0.910448129503504,6,23
0.872051560319816,7,23
0.862836125713853,8,23
0.935699460010888,9,23
0.928137413601335,10,23
0.910350340449025,11,23
0.935164473153616,12,23
0.91611149466253,13,23
0.938698183862736,14,23
0.92522421090675,15,23
0.936067205245287,16,23
0.898057310899603,17,23
0.916809128237692,18,23
0.908845104155063,19,23
0.909321224193505,20,23
0.943352264453182,1,24
0.938663666388415,2,24
0.932734927298134,3,24
0.932862247640608,4,24
0.898767908850263,5,24
0.912550159598723,6,24
0.845193664346368,7,24
0.890480234229945,8,24
0.929375442792796,9,24
0.896219757393377,10,24
0.92573673567051,11,24
0.926791166239439,12,24
0.912636408996095,13,24
0.932890177347535,14,24
0.920745807196089,15,24
0.92599959090769,16,24
0.925013527972157,17,24
0.919113184538158,18,24
0.902650653243821,19,24
0.942122171661814,20,24
0.708555033907147,1,25
0.745485556165168,2,25
0.797230708583818,3,25
0.730934198137881,4,25
0.840829925791307,5,25
0.775662889206734,6,25
0.796077134986226,7,25
0.871869476930019,8,25
0.821122591410098,9,25
0.821013621794872,10,25
0.757172312223859,11,25
0.911243399589682,12,25
0.742787099971679,13,25
0.874247769246732,14,25
0.753556004596062,15,25
0.801060289451281,16,25
0.802040279057523,17,25
0.7918636226491,18,25
0.812162942989214,19,25
0.857751925613856,20,25
0.82910761307311,1,26
0.697008050666587,2,26
0.731583333333333,3,26
0.823500239111568,4,26
0.752040816326531,5,26
0.82863698084937,6,26
0.641964285714286,7,26
0.879393535622716,8,26
0.758181818181818,9,26
0.852567014993185,10,26
0.76015625,11,26
0.941397093295828,12,26
0.893343922935028,13,26
0.827636142266824,14,26
0.934851839702586,15,26
0.873663366336634,16,26
0.788567780872795,17,26
0.766337386018237,18,26
0.879739726027397,19,26
0.837159372419488,20,26
0.885937594302613,1,27
0.871410410532677,2,27
0.83430891817346,3,27
0.862819105223366,4,27
0.909947875199045,5,27
0.853863542582393,6,27
0.911135628125919,7,27
0.868018244215423,8,27
0.858129366474977,9,27
0.919206359819985,10,27
0.923901327475409,11,27
0.890917273099985,12,27
0.897503637513236,13,27
0.868258513931889,14,27
0.865082849276433,15,27
0.859046238461703,16,27
0.885692633802613,17,27
0.868047811219617,18,27
0.874654047220419,19,27
0.927472738751148,20,27
0.863636363636364,1,28
0.890713493538602,2,28
0.904042425455273,3,28
0.857682097229136,4,28
0.875062837226449,5,28
0.858148353681095,6,28
0.825477517651431,7,28
0.910686741369492,8,28
0.882997639285196,9,28
0.879705128205128,10,28
0.868197886463898,11,28
0.92584586698189,12,28
0.931607989654964,13,28
0.918024809765936,14,28
0.930425408961593,15,28
0.892242490334093,16,28
0.893069071499045,17,28
0.904673808887772,18,28
0.856931956321261,19,28
0.897128728583202,20,28
0.791666666666667,1,29
0.890520418693793,2,29
0.774499284692418,3,29
0.796902173913044,4,29
0.62406015037594,5,29
0.801676619200735,6,29
0.847018862946841,7,29
0.732225217130878,8,29
0.758241758241758,9,29
0.727941176470588,10,29
0.84770995218171,11,29
0.805418719211823,12,29
0.846577498033045,13,29
0.952355802029005,14,29
0.66025641025641,15,29
0.884604105571848,16,29
0.864864864864865,17,29
0.791596638655462,18,29
0.866228070175439,19,29
0.871004784688995,20,29
0.864242424242424,1,30
0.824118738404453,2,30
0.795454545454545,3,30
0.847451274362819,4,30
0.692708333333333,5,30
0.887830687830688,6,30
0.836945304437565,7,30
0.792682926829268,8,30
0.835493827160494,9,30
0.81986618630983,10,30
0.839936,11,30
0.774624765478424,12,30
0.844435041908446,13,30
0.827008928571429,14,30
0.763084870218579,15,30
0.700310559006211,16,30
0.876728043960281,17,30
0.910345465706187,18,30
0.909741331865713,19,30
0.743454607276437,20,30
0.650962962962963,1,31
0.7253452685422,2,31
0.689706486042693,3,31
0.772523686477175,4,31
0.761813537675607,5,31
0.690866261398176,6,31
0.73897549329401,7,31
0.780252983049112,8,31
0.724944549412635,9,31
0.726932223543401,10,31
0.818618494349833,11,31
0.810467661691542,12,31
0.804364669421488,13,31
0.767062575331458,14,31
0.80851628400648,15,31
0.778188865398168,16,31
0.821798398479131,17,31
0.701276683571176,18,31
0.709546084546085,19,31
0.752914909451749,20,31
0.592407592407592,1,32
0.895911344198119,2,32
0.863057555445217,3,32
0.89179453224299,4,32
0.890734271804879,5,32
0.915384523525197,6,32
0.785479724268008,7,32
0.894755271963271,8,32
0.911638235501872,9,32
0.873720447129627,10,32
0.912201814238866,11,32
0.896204648021813,12,32
0.768806447310107,13,32
0.907498242674601,14,32
0.938090324260003,15,32
0.923001488486122,16,32
0.903475493842466,17,32
0.890466164424121,18,32
0.891745730550285,19,32
0.89661424380704,20,32
1,1,33
0.807894736842105,2,33
0.879632702732603,3,33
0.850348506401138,4,33
0.862187359029623,5,33
0.772887405553238,6,33
0.79360170250005,7,33
0.805425185873606,8,33
0.779257067718606,9,33
0.840691511217027,10,33
0.832872980438155,11,33
0.771559675336654,12,33
0.821458669132146,13,33
0.89739573736257,14,33
0.921223617652189,15,33
0.771332019149535,16,33
0.861894844766268,17,33
0.803317706455103,18,33
0.831188725490196,19,33
0.776631519569557,20,33
0.877133316843928,1,34
0.872191350441469,2,34
0.912380964963272,3,34
0.885397311067642,4,34
0.889462764294282,5,34
0.920975246653928,6,34
0.900520186692417,7,34
0.939922936976253,8,34
0.896527407970525,9,34
0.90050185971669,10,34
0.875797023732477,11,34
0.913442355674318,12,34
0.91753025538078,13,34
0.896536592952469,14,34
0.896523910411622,15,34
0.9072345627002,16,34
0.899510066113674,17,34
0.905816327278591,18,34
0.913467904066078,19,34
0.903345225582901,20,34
0.831065759637188,1,35
0.86767528914911,2,35
0.823,3,35
0.949717500335583,4,35
0.746031746031746,5,35
0.88078231292517,6,35
0.823529411764706,7,35
0.837719298245614,8,35
0.923236569903237,9,35
0.903183520599251,10,35
0.883374183006536,11,35
0.940921440412599,12,35
0.882883341823739,13,35
0.863538575667656,14,35
0.954545454545455,15,35
0.806451612903226,16,35
0.895728368017525,17,35
0.867924528301887,18,35
0.888095238095238,19,35
0.896755162241888,20,35
0.75246806039489,1,36
0.780760814677664,2,36
0.858390203215044,3,36
0.792052499031383,4,36
0.758137981700394,5,36
0.75706441052782,6,36
0.713405865402742,7,36
0.856944184336656,8,36
0.848557943081053,9,36
0.856753175026822,10,36
0.879274461106569,11,36
0.907170841268226,12,36
0.860597773464416,13,36
0.811422136422137,14,36
0.851885626978064,15,36
0.896192164179105,16,36
0.758859556494192,17,36
0.876678828438388,18,36
0.786200455714523,19,36
0.800256637851189,20,36
0.891249075443787,1,37
0.801663982823403,2,37
0.82648270575836,3,37
0.831619581184026,4,37
0.721105826397146,5,37
0.783964602455366,6,37
0.86511162285589,7,37
0.810659681385652,8,37
0.841084091007961,9,37
0.814057323923376,10,37
0.861093161012386,11,37
0.95216192455243,12,37
0.859991324465009,13,37
0.863866520934175,14,37
0.876933895921238,15,37
0.926394849785408,16,37
0.82010582010582,17,37
0.900904670811414,18,37
0.955352829497795,19,37
0.877126176941817,20,37
0.916770186335404,1,38
0.811657475490196,2,38
0.823550990462216,3,38
0.898250682073503,4,38
0.809589596227527,5,38
0.755270350725265,6,38
0.848702742772424,7,38
0.900056306306306,8,38
0.859818669702391,9,38
0.867183834102778,10,38
0.884806412094852,11,38
0.876377962404725,12,38
0.880868894305986,13,38
0.890850152478059,14,38
0.873739728504742,15,38
0.796496803849745,16,38
0.861157079064881,17,38
0.836595909899573,18,38
0.84873182041734,19,38
0.892935270538548,20,38
0.87118935165307,1,39
0.952177411244091,2,39
0.926057967356554,3,39
0.917910059068447,4,39
0.927566109065996,5,39
0.917062461889165,6,39
0.931476369936069,7,39
0.932380874635068,8,39
0.934081252780111,9,39
0.919864291055405,10,39
0.945826603606409,11,39
0.955133822450477,12,39
0.912304416680485,13,39
0.88200631737194,14,39
0.926360887789459,15,39
0.939270745808232,16,39
0.916395072171168,17,39
0.931282035892835,18,39
0.922813604068797,19,39
0.89314329396983,20,39
0.864508393285372,1,40
0.945817923445499,2,40
0.850819672131147,3,40
0.871127908700163,4,40
0.871967654986523,5,40
0.892636170653412,6,40
0.900949796472185,7,40
0.897277597905199,8,40
0.880770002675943,9,40
0.902514073422855,10,40
0.891248277362733,11,40
0.90623491549106,12,40
0.892606070631048,13,40
0.912690854119426,14,40
0.898345679012346,15,40
0.832805299539171,16,40
0.899724781620199,17,40
0.938621010948055,18,40
0.857751066944313,19,40
0.945320144775468,20,40
